# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-M" "-g" "gene_id" "-a" "./genomic.gtf" "-o" "counts3.txt" "37D1_control1_sorted.bam" "37D2_control2_sorted.bam" "37D3_control3_sorted.bam" "46D1_elevtemp_sorted.bam" "46D2_elevtemp2_sorted.bam" "46D3_elevtemp3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	37D1_control1_sorted.bam	37D2_control2_sorted.bam	37D3_control3_sorted.bam	46D1_elevtemp_sorted.bam	46D2_elevtemp2_sorted.bam	46D3_elevtemp3_sorted.bam
PA5114	NC_002516.2	5757738	5761343	-	3606	0	6	2	2	0	0
PA5115	NC_002516.2	5761482	5762066	-	585	2	0	0	0	0	0
PA5116	NC_002516.2	5762150	5762575	+	426	0	0	0	0	0	0
PA5117	NC_002516.2	5762659	5764476	-	1818	28	21	14	26	44	43
PA5118	NC_002516.2	5764693	5766147	-	1455	0	3	4	3	11	6
PA5119	NC_002516.2	5766484	5767893	+	1410	394	313	223	87	115	195
PA5120	NC_002516.2	5768041	5768445	+	405	2	0	0	0	0	2
PA5121	NC_002516.2	5768442	5770649	-	2208	2	4	2	0	0	6
PA5122	NC_002516.2	5770937	5771458	+	522	2	2	4	2	0	2
PA5123	NC_002516.2	5771455	5772027	+	573	2	2	0	0	0	0
PA5124	NC_002516.2	5772298	5773374	+	1077	2	3	1	2	3	2
PA5125	NC_002516.2	5773377	5774807	+	1431	36	20	8	10	2	32
PA5126	NC_002516.2	5775620	5776087	-	468	2	0	0	2	0	2
PA5127	NC_002516.2	5776086	5776547	+	462	0	0	0	0	0	2
PA5128	NC_002516.2	5776606	5777097	-	492	23	4	6	2	5	4
PA5129	NC_002516.2	5777134	5777388	-	255	86	97	33	42	34	64
PA5130	NC_002516.2	5777390	5777809	-	420	6	1	3	6	10	5
PA5131	NC_002516.2	5778134	5779681	+	1548	22	14	8	12	10	10
PA5132	NC_002516.2	5779995	5780813	+	819	0	0	0	0	0	0
PA5133	NC_002516.2	5780963	5782249	+	1287	6	6	8	6	3	2
PA5134	NC_002516.2	5782278	5783588	+	1311	4	2	10	6	8	10
PA5135	NC_002516.2	5783588	5784361	+	774	0	0	0	0	2	1
PA5136	NC_002516.2	5784430	5785911	+	1482	6	14	4	6	4	8
PA5137	NC_002516.2	5785948	5786703	-	756	2	0	0	2	6	2
PA5138	NC_002516.2	5786853	5787605	-	753	13	4	8	30	10	30
PA5139	NC_002516.2	5787696	5788442	-	747	4	0	0	4	0	0
PA5140	NC_002516.2	5788614	5789384	-	771	4	2	6	2	2	2
PA5141	NC_002516.2	5789395	5790132	-	738	7	1	2	4	1	5
PA5142	NC_002516.2	5790445	5791086	-	642	1	6	0	4	0	2
PA5143	NC_002516.2	5791083	5791676	-	594	9	12	4	16	8	6
PA5144	NC_002516.2	5791837	5792235	+	399	0	0	0	0	0	0
PA5145	NC_002516.2	5792505	5793611	+	1107	0	0	0	0	0	2
PA5146	NC_002516.2	5793705	5795957	+	2253	14	8	6	0	6	20
PA5147	NC_002516.2	5795954	5797021	+	1068	14	4	2	1	8	8
PA5148	NC_002516.2	5797065	5797337	+	273	4	2	0	4	4	0
PA5149	NC_002516.2	5797365	5798447	+	1083	4	4	2	4	2	10
PA5149.1	NC_002516.2	5798560	5798635	+	76	2	0	0	0	0	0
PA5150	NC_002516.2	5798693	5799430	-	738	0	2	2	0	3	0
PA5151	NC_002516.2	5799589	5800278	+	690	0	0	0	0	2	4
PA5152	NC_002516.2	5800527	5801300	+	774	38	26	36	32	10	115
PA5153	NC_002516.2	5801315	5802067	+	753	6	6	4	2	8	2
PA5154	NC_002516.2	5802129	5802824	+	696	1	0	0	0	1	0
PA5155	NC_002516.2	5802821	5803513	+	693	0	0	2	0	0	0
PA5156	NC_002516.2	5803582	5804802	+	1221	0	0	0	1	0	0
PA5157	NC_002516.2	5805206	5805676	+	471	0	0	0	0	0	0
PA5158	NC_002516.2	5805680	5807158	+	1479	0	0	0	0	1	5
PA5159	NC_002516.2	5807173	5808357	+	1185	2	4	2	4	2	8
PA5160	NC_002516.2	5808368	5809897	+	1530	4	2	2	2	6	6
PA5160.1	NC_002516.2	5809970	5810045	+	76	0	0	0	0	2	0
PA5161	NC_002516.2	5810281	5811339	+	1059	7	0	4	2	8	2
PA5162	NC_002516.2	5811336	5812244	+	909	3	0	4	0	2	2
PA5163	NC_002516.2	5812241	5813122	+	882	6	1	2	2	0	0
PA5164	NC_002516.2	5813122	5813667	+	546	6	0	2	4	0	2
PA5165	NC_002516.2	5813727	5815565	+	1839	8	0	2	0	14	12
PA5166	NC_002516.2	5815562	5816950	+	1389	10	4	6	3	1	8
PA5167	NC_002516.2	5817191	5818186	+	996	10	12	17	8	14	22
PA5168	NC_002516.2	5818202	5818834	+	633	0	0	0	0	0	0
PA5169	NC_002516.2	5818831	5820114	+	1284	0	2	0	0	0	2
PA5170	NC_002516.2	5820910	5822358	+	1449	4750	2852	2946	3383	3873	5983
PA5171	NC_002516.2	5822380	5823636	+	1257	332	158	141	129	139	205
PA5172	NC_002516.2	5823716	5824726	+	1011	1661	1034	866	459	539	521
PA5173	NC_002516.2	5824787	5825719	+	933	59	37	35	22	38	47
PA5174	NC_002516.2	5826135	5828039	+	1905	8	2	2	0	0	0
PA5175	NC_002516.2	5828086	5828907	-	822	0	0	0	0	0	0
PA5176	NC_002516.2	5828904	5829470	-	567	0	0	0	2	0	0
PA5177	NC_002516.2	5829596	5830261	+	666	2	2	0	0	0	4
PA5178	NC_002516.2	5830313	5830750	-	438	36	24	14	16	13	12
PA5179	NC_002516.2	5830924	5831805	+	882	0	0	0	0	0	0
PA5180	NC_002516.2	5831902	5832741	+	840	0	0	2	0	0	0
PA5181	NC_002516.2	5832749	5835070	+	2322	2	0	2	0	2	0
PA5181.1	NC_002516.2	5835082	5835480	-	399	2	0	0	2	0	2
PA5182	NC_002516.2	5835380	5835895	+	516	14	12	13	2	11	18
PA5183	NC_002516.2	5835994	5836401	+	408	0	0	0	0	0	0
PA5183a	NC_002516.2	5836470	5836685	-	216	29	20	14	6	11	10
PA5184	NC_002516.2	5836910	5837467	+	558	1	0	0	0	0	6
PA5185	NC_002516.2	5837449	5837892	-	444	0	0	0	4	0	0
PA5186	NC_002516.2	5837915	5839078	-	1164	0	0	0	0	0	0
PA5187	NC_002516.2	5839105	5840895	-	1791	0	0	0	0	3	0
PA5188	NC_002516.2	5840897	5842132	-	1236	0	0	0	2	0	0
PA5189	NC_002516.2	5842275	5843183	+	909	2	2	0	4	2	6
PA5190	NC_002516.2	5843198	5843800	-	603	2	0	0	7	2	4
PA5191	NC_002516.2	5844054	5844410	+	357	2	0	0	0	0	0
PA5192	NC_002516.2	5844468	5846009	-	1542	29	10	9	12	10	28
PA5193	NC_002516.2	5846125	5847018	-	894	0	0	2	0	0	2
PA5194	NC_002516.2	5847131	5847934	+	804	0	0	0	0	0	0
PA5195	NC_002516.2	5847972	5848367	-	396	21	9	4	6	4	7
PA5196	NC_002516.2	5848577	5849011	+	435	0	0	0	0	0	0
PA5197	NC_002516.2	5849143	5850048	+	906	2	2	4	0	0	4
PA5198	NC_002516.2	5850239	5851162	+	924	4	0	2	0	2	0
PA5199	NC_002516.2	5851239	5852558	-	1320	2	4	4	4	2	4
PA5200	NC_002516.2	5852653	5853396	-	744	12	6	5	0	10	12
PA5201	NC_002516.2	5853585	5855924	+	2340	4	4	2	3	0	6
PA5202	NC_002516.2	5855936	5856325	+	390	0	0	2	0	0	0
PA5203	NC_002516.2	5856532	5858115	+	1584	8	12	8	24	14	38
PA5204	NC_002516.2	5858158	5859456	-	1299	2	4	2	2	4	0
PA5205	NC_002516.2	5859793	5860494	+	702	0	0	2	2	0	0
PA5206	NC_002516.2	5860467	5861621	-	1155	6	2	6	4	16	19
PA5207	NC_002516.2	5861721	5862989	-	1269	0	2	0	2	0	1
PA5208	NC_002516.2	5863034	5863711	-	678	12	0	4	2	2	10
PA5209	NC_002516.2	5863825	5865189	+	1365	12	0	4	5	9	11
PA5210	NC_002516.2	5865227	5867011	+	1785	34	20	24	22	16	30
PA5211	NC_002516.2	5867233	5867685	+	453	0	0	0	0	0	0
PA5212	NC_002516.2	5867817	5868146	+	330	0	0	0	2	2	4
PA5213	NC_002516.2	5868181	5871057	-	2877	0	4	2	2	0	0
PA5214	NC_002516.2	5871231	5871620	-	390	10	2	8	5	4	3
PA5215	NC_002516.2	5871667	5872749	-	1083	14	8	10	12	7	7
PA5216	NC_002516.2	5872900	5874519	-	1620	0	0	2	2	2	1
PA5217	NC_002516.2	5874587	5875585	-	999	6	6	4	2	8	12
PA5218	NC_002516.2	5875653	5876567	-	915	5	8	4	2	6	4
PA5219	NC_002516.2	5876664	5877857	+	1194	1	0	0	2	0	0
PA5220	NC_002516.2	5877896	5878717	+	822	0	0	0	0	0	1
PA5221	NC_002516.2	5878754	5879971	-	1218	0	0	2	2	2	0
PA5222	NC_002516.2	5880000	5880482	-	483	2	0	0	0	2	0
PA5223	NC_002516.2	5880487	5881671	-	1185	6	6	2	0	4	9
PA5224	NC_002516.2	5881679	5883013	-	1335	4	4	4	2	0	8
PA5225	NC_002516.2	5883023	5883577	-	555	5	2	2	0	3	9
PA5226	NC_002516.2	5883664	5883975	+	312	266	149	141	169	189	369
PA5227	NC_002516.2	5883972	5884286	+	315	0	0	1	2	0	0
PA5227.1	NC_002516.2	5884320	5884502	+	183	1283	692	407	502	705	987
PA5228	NC_002516.2	5884508	5885119	+	612	8	4	6	10	4	8
PA5229	NC_002516.2	5885486	5885944	+	459	2	0	0	2	0	0
PA5230	NC_002516.2	5885954	5887078	-	1125	12	1	4	6	0	4
PA5231	NC_002516.2	5887082	5889832	-	2751	18	8	1	0	10	16
PA5232	NC_002516.2	5889829	5890902	-	1074	120	80	68	40	54	100
PA5233	NC_002516.2	5891109	5891528	-	420	3	0	0	4	4	3
PA5234	NC_002516.2	5891683	5892660	+	978	2	2	2	0	0	0
PA5235	NC_002516.2	5892910	5894256	+	1347	2	2	2	0	2	0
PA5236	NC_002516.2	5894293	5895261	-	969	2	0	2	2	0	2
PA5237	NC_002516.2	5895261	5896727	-	1467	10	2	4	10	10	10
PA5238	NC_002516.2	5896806	5898794	-	1989	0	0	0	0	0	0
PA5239	NC_002516.2	5898865	5900124	-	1260	48	30	42	56	53	150
PA5240	NC_002516.2	5900369	5900695	-	327	6	2	6	4	8	4
PA5241	NC_002516.2	5900879	5902399	+	1521	6	4	3	10	2	12
PA5242	NC_002516.2	5902386	5904596	-	2211	120	79	54	86	85	137
PA5243	NC_002516.2	5904614	5905627	-	1014	190	118	65	85	69	112
PA5244	NC_002516.2	5905871	5906461	+	591	2	0	0	2	0	0
PA5245	NC_002516.2	5906626	5907294	+	669	4	6	4	2	6	2
PA5246	NC_002516.2	5907390	5907863	+	474	0	0	0	0	0	0
PA5247	NC_002516.2	5907848	5908330	-	483	0	0	0	0	0	5
PA5248	NC_002516.2	5908397	5910298	-	1902	0	0	2	2	6	13
PA5249	NC_002516.2	5910403	5911032	-	630	2	0	2	0	0	0
PA5250	NC_002516.2	5911262	5912020	-	759	5	8	3	13	4	0
PA5251	NC_002516.2	5912027	5912605	-	579	2	0	0	0	0	0
PA5252	NC_002516.2	5912605	5914521	-	1917	8	0	4	6	4	8
PA5252a	NC_002516.2	5914594	5915046	+	453	13	10	20	6	12	18
PA5253	NC_002516.2	5915043	5916101	-	1059	28	16	20	10	20	20
PA5254	NC_002516.2	5916227	5916856	+	630	0	0	0	2	0	4
PA5255	NC_002516.2	5916918	5917400	-	483	36	20	18	12	13	20
PA5256	NC_002516.2	5917680	5918171	-	492	0	2	0	0	0	0
PA5257	NC_002516.2	5918350	5919588	-	1239	13	0	0	4	0	4
PA5258	NC_002516.2	5919585	5920715	-	1131	8	0	2	6	2	2
PA5259	NC_002516.2	5920742	5921497	-	756	11	5	8	0	4	10
PA5260	NC_002516.2	5921494	5922435	-	942	4	4	6	10	4	8
PA5261	NC_002516.2	5922544	5923290	-	747	4	8	0	3	0	6
PA5262	NC_002516.2	5923295	5924371	-	1077	8	0	6	8	4	8
PA5263	NC_002516.2	5924596	5925990	+	1395	18	10	12	20	16	42
PA5264	NC_002516.2	5926134	5927105	-	972	20	10	14	16	10	16
PA5265	NC_002516.2	5927336	5930605	-	3270	12	14	20	8	16	6
PA5266	NC_002516.2	5930602	5932677	-	2076	0	0	0	0	0	0
PA5267	NC_002516.2	5932877	5933395	-	519	18	6	3	0	0	2
PA5268	NC_002516.2	5933688	5934668	-	981	18	6	6	6	9	18
PA5269	NC_002516.2	5934770	5935045	+	276	24	15	6	2	6	18
PA5270	NC_002516.2	5935064	5935945	+	882	0	0	0	0	0	2
PA5271	NC_002516.2	5935988	5936221	+	234	20	6	4	7	4	13
PA5272	NC_002516.2	5936370	5939222	+	2853	2	12	2	6	8	4
PA5273	NC_002516.2	5939263	5939976	+	714	0	0	0	0	0	0
PA5274	NC_002516.2	5940020	5940424	-	405	4	0	0	4	2	2
PA5275	NC_002516.2	5940747	5941082	-	336	0	0	0	0	0	0
PA5276	NC_002516.2	5941336	5941476	+	141	40	36	22	38	32	49
PA5277	NC_002516.2	5941487	5942734	+	1248	8	8	1	10	10	30
PA5278	NC_002516.2	5942745	5943575	+	831	0	5	1	2	1	6
PA5279	NC_002516.2	5943606	5944307	+	702	3	2	0	2	0	0
PA5280	NC_002516.2	5944327	5945238	+	912	0	0	0	0	2	4
PA5281	NC_002516.2	5945235	5945933	+	699	0	4	2	0	0	3
PA5282	NC_002516.2	5945963	5947132	-	1170	0	2	0	0	2	4
PA5283	NC_002516.2	5947295	5948671	+	1377	2	2	0	2	6	8
PA5284	NC_002516.2	5948696	5949610	-	915	0	0	0	0	0	2
PA5285	NC_002516.2	5950034	5950351	-	318	16	7	12	11	8	17
PA5286	NC_002516.2	5950429	5950854	-	426	7	1	1	0	0	2
PA5287	NC_002516.2	5951115	5952443	-	1329	4	0	0	0	5	2
PA5288	NC_002516.2	5952483	5952821	-	339	8	4	6	13	11	11
PA5289	NC_002516.2	5953261	5953521	+	261	0	0	0	0	0	0
PA5290	NC_002516.2	5953562	5955055	+	1494	0	0	0	0	2	2
PA5291	NC_002516.2	5955180	5957165	+	1986	6	4	2	2	6	8
PA5292	NC_002516.2	5957208	5958257	-	1050	4	4	0	2	4	6
PA5293	NC_002516.2	5958408	5959325	-	918	0	0	0	0	0	4
PA5294	NC_002516.2	5959474	5960940	+	1467	1	0	0	0	0	6
PA5295	NC_002516.2	5960852	5962528	-	1677	2	0	4	0	0	0
PA5296	NC_002516.2	5962716	5964725	+	2010	4	4	14	6	8	24
PA5297	NC_002516.2	5964859	5966577	+	1719	2	0	0	2	0	2
PA5298	NC_002516.2	5966706	5967278	+	573	12	14	10	14	4	14
PA5299	NC_002516.2	5967286	5969145	-	1860	0	2	0	4	0	0
PA5300	NC_002516.2	5969355	5969765	-	411	6	8	2	2	0	2
PA5301	NC_002516.2	5969987	5970535	-	549	3	0	0	10	4	4
PA5302	NC_002516.2	5970686	5971759	-	1074	8	4	0	0	0	2
PA5303	NC_002516.2	5971850	5972203	-	354	0	2	1	0	2	2
PA5304	NC_002516.2	5972178	5973476	-	1299	29	18	18	60	102	84
PA5305	NC_002516.2	5973833	5974177	-	345	4	2	3	0	1	1
PA5306	NC_002516.2	5974190	5974381	-	192	36	21	20	15	16	30
PA5307	NC_002516.2	5974402	5976969	-	2568	5	7	6	0	5	11
PA5308	NC_002516.2	5977123	5977611	+	489	32	37	19	16	29	38
PA5309	NC_002516.2	5977789	5979108	+	1320	0	0	0	0	2	0
PA5310	NC_002516.2	5979194	5980783	+	1590	2	0	6	0	2	2
PA5311	NC_002516.2	5980787	5981950	-	1164	1	0	0	0	0	0
PA5312	NC_002516.2	5982097	5983590	-	1494	327	239	228	104	118	84
PA5313	NC_002516.2	5983820	5985154	+	1335	0	1	4	8	9	13
PA5314	NC_002516.2	5985219	5985581	+	363	6	0	0	0	0	2
PA5315	NC_002516.2	5985716	5985871	-	156	4	6	2	6	3	1
PA5316	NC_002516.2	5985883	5986119	-	237	16	11	9	18	16	18
PA5316.1	NC_002516.2	5986120	5986170	+	51	0	0	0	2	2	0
PA5317	NC_002516.2	5986475	5988055	+	1581	3	2	0	4	4	2
PA5318	NC_002516.2	5988081	5988629	+	549	0	0	0	0	0	0
PA5319	NC_002516.2	5988646	5989320	-	675	2	0	0	0	0	0
PA5320	NC_002516.2	5989460	5990668	+	1209	14	0	4	2	4	12
PA5321	NC_002516.2	5990676	5991131	+	456	4	2	0	0	0	4
PA5322	NC_002516.2	5991168	5993774	+	2607	23	16	8	9	25	15
PA5323	NC_002516.2	5993791	5994696	+	906	14	21	8	13	12	39
PA5324	NC_002516.2	5994741	5995811	-	1071	0	0	0	0	0	4
PA5325	NC_002516.2	5996036	5996986	+	951	0	2	2	0	4	2
PA5326	NC_002516.2	5997057	5998265	-	1209	0	0	0	0	0	2
PA5327	NC_002516.2	5998348	5999676	-	1329	0	0	0	0	0	0
PA5328	NC_002516.2	5999754	6000143	-	390	0	0	0	0	0	0
PA5329	NC_002516.2	6000317	6000781	+	465	0	2	1	3	6	0
PA5330	NC_002516.2	6000761	6001378	-	618	6	2	0	0	2	4
PA5331	NC_002516.2	6001399	6002040	-	642	0	4	0	0	6	2
PA5332	NC_002516.2	6002121	6002900	+	780	54	34	34	34	44	52
PA5333	NC_002516.2	6002959	6003330	-	372	0	0	0	1	0	0
PA5334	NC_002516.2	6003377	6004096	-	720	12	13	1	16	1	29
PA5335	NC_002516.2	6004277	6005140	+	864	4	2	0	4	2	4
PA5336	NC_002516.2	6005199	6005810	+	612	0	0	1	2	5	2
PA5337	NC_002516.2	6005899	6006165	+	267	0	0	2	2	0	0
PA5338	NC_002516.2	6006231	6008336	+	2106	108	76	81	108	130	118
PA5339	NC_002516.2	6008398	6008778	+	381	32	12	13	8	5	12
PA5340	NC_002516.2	6008833	6009564	+	732	6	2	7	8	12	7
PA5341	NC_002516.2	6009571	6010191	-	621	0	0	0	0	0	0
PA5342	NC_002516.2	6010258	6011058	-	801	2	0	1	3	0	0
PA5343	NC_002516.2	6011058	6011909	-	852	0	0	1	0	0	0
PA5344	NC_002516.2	6012047	6012979	+	933	14	4	12	6	10	14
PA5345	NC_002516.2	6012976	6015051	+	2076	6	2	2	4	4	2
PA5346	NC_002516.2	6015141	6016550	+	1410	14	4	10	2	16	20
PA5347	NC_002516.2	6016622	6017014	-	393	4	0	0	0	0	0
PA5348	NC_002516.2	6017150	6017422	-	273	2	2	10	2	4	2
PA5349	NC_002516.2	6017624	6018778	-	1155	1	2	2	4	0	2
PA5350	NC_002516.2	6018830	6018997	-	168	24	16	13	18	14	10
PA5351	NC_002516.2	6019181	6019348	-	168	4	2	3	0	6	2
PA5352	NC_002516.2	6019482	6019883	-	402	0	0	0	0	0	0
PA5353	NC_002516.2	6019888	6021114	-	1227	0	0	0	0	0	0
PA5354	NC_002516.2	6021124	6022203	-	1080	0	0	0	0	0	0
PA5355	NC_002516.2	6022203	6023702	-	1500	2	4	0	0	2	2
PA5356	NC_002516.2	6023907	6024662	+	756	4	0	2	4	2	6
PA5357	NC_002516.2	6024742	6025278	+	537	0	0	0	0	0	0
PA5358	NC_002516.2	6025305	6026195	+	891	0	0	0	0	0	0
PA5359	NC_002516.2	6026219	6026674	-	456	6	2	4	0	0	4
PA5360	NC_002516.2	6026779	6027468	+	690	16	10	12	8	10	12
PA5361	NC_002516.2	6027542	6028873	+	1332	0	0	0	2	2	0
PA5362	NC_002516.2	6028976	6030316	+	1341	8	0	0	4	4	6
PA5363	NC_002516.2	6030351	6031250	-	900	50	32	34	24	18	40
PA5364	NC_002516.2	6031366	6032268	-	903	6	8	6	0	12	4
PA5365	NC_002516.2	6032387	6033115	-	729	6	16	14	17	4	14
PA5366	NC_002516.2	6033211	6034044	-	834	20	4	10	5	16	17
PA5367	NC_002516.2	6034060	6035736	-	1677	2	3	3	2	1	2
PA5368	NC_002516.2	6035756	6037789	-	2034	6	4	2	4	4	2
PA5369	NC_002516.2	6038212	6039183	-	972	4	2	0	0	4	0
PA5369.1	NC_002516.2	6039584	6039703	-	120	960	774	480	414	703	498
PA5369.2	NC_002516.2	6039846	6042736	-	2891	3112129	2418058	1905108	2653883	2934503	4632583
PA5369.3	NC_002516.2	6042963	6043038	-	76	11	4	8	2	16	15
PA5369.4	NC_002516.2	6043067	6043143	-	77	24	11	10	2	4	8
PA5369.5	NC_002516.2	6043208	6044743	-	1536	904232	710467	520871	768970	761114	1291627
PA5370	NC_002516.2	6045310	6046626	-	1317	6	0	0	0	0	0
PA5371	NC_002516.2	6046914	6047318	+	405	2	0	0	0	2	0
PA5372	NC_002516.2	6047364	6049049	-	1686	6	0	6	4	2	4
PA5373	NC_002516.2	6049185	6050657	-	1473	14	2	8	9	15	32
PA5374	NC_002516.2	6050718	6051311	-	594	5	2	4	5	6	12
PA5375	NC_002516.2	6051644	6053194	+	1551	0	0	0	0	2	0
PA5376	NC_002516.2	6053412	6054590	-	1179	7	6	4	2	3	8
PA5377	NC_002516.2	6054594	6055433	-	840	0	0	2	0	0	0
PA5378	NC_002516.2	6055475	6056413	-	939	16	6	8	11	10	12
PA5379	NC_002516.2	6056877	6058253	+	1377	0	0	4	0	0	2
PA5380	NC_002516.2	6058673	6059776	+	1104	0	0	0	0	2	2
PA5381	NC_002516.2	6059823	6060200	-	378	0	0	0	1	2	0
PA5382	NC_002516.2	6060340	6061233	-	894	0	0	0	2	0	0
PA5383	NC_002516.2	6061341	6062408	+	1068	0	0	0	2	0	0
PA5384	NC_002516.2	6062352	6063347	-	996	0	0	0	0	0	0
PA5385	NC_002516.2	6063353	6063832	-	480	0	0	0	0	0	0
PA5386	NC_002516.2	6063883	6064848	-	966	0	0	0	0	0	0
PA5387	NC_002516.2	6064899	6065783	-	885	0	0	0	2	0	0
PA5388	NC_002516.2	6065856	6066794	-	939	0	0	0	2	0	0
PA5389	NC_002516.2	6067005	6068015	+	1011	0	0	0	0	2	0
PA5390	NC_002516.2	6067945	6069099	-	1155	0	0	0	0	0	0
PA5391	NC_002516.2	6069156	6069830	-	675	0	0	0	0	0	0
PA5392	NC_002516.2	6069844	6070266	-	423	0	0	0	0	0	0
PA5393	NC_002516.2	6070266	6071618	-	1353	0	0	0	0	0	1
PA5394	NC_002516.2	6071912	6073384	-	1473	0	4	0	0	0	1
PA5395	NC_002516.2	6073538	6074008	+	471	0	0	0	0	0	0
PA5396	NC_002516.2	6074230	6075207	+	978	0	6	2	2	2	10
PA5397	NC_002516.2	6075334	6075864	+	531	0	0	0	0	0	0
PA5398	NC_002516.2	6075880	6077940	+	2061	2	0	2	0	0	2
PA5399	NC_002516.2	6078044	6080005	+	1962	0	0	0	2	0	0
PA5400	NC_002516.2	6080124	6081356	+	1233	0	0	2	0	0	0
PA5401	NC_002516.2	6081392	6082165	+	774	0	0	0	0	0	0
PA5402	NC_002516.2	6082290	6082859	+	570	12	0	0	6	4	6
PA5403	NC_002516.2	6082867	6083073	+	207	0	0	0	0	0	2
PA5404	NC_002516.2	6083105	6083509	+	405	0	0	0	0	0	0
PA5405	NC_002516.2	6083523	6083756	+	234	0	1	0	0	0	0
PA5406	NC_002516.2	6083753	6084085	+	333	0	0	0	0	0	0
PA5407	NC_002516.2	6084082	6084372	+	291	1	0	0	0	0	0
PA5408	NC_002516.2	6084369	6084545	-	177	0	0	0	0	4	0
PA5409	NC_002516.2	6084550	6085110	-	561	4	0	0	0	0	2
PA5410	NC_002516.2	6085385	6086674	-	1290	1	0	4	0	2	4
PA5411	NC_002516.2	6087099	6088199	+	1101	0	2	0	4	4	2
PA5412	NC_002516.2	6088193	6090706	-	2514	6	2	2	14	16	14
PA5413	NC_002516.2	6092046	6093086	-	1041	0	0	0	4	2	6
PA5414	NC_002516.2	6093167	6093808	-	642	2	0	0	0	0	0
PA5415	NC_002516.2	6094024	6095277	+	1254	2	2	4	2	0	2
PA5416	NC_002516.2	6095363	6096613	+	1251	2	0	0	0	0	2
PA5417	NC_002516.2	6096707	6097027	+	321	0	0	0	0	0	0
PA5418	NC_002516.2	6097024	6100041	+	3018	0	0	0	2	0	2
PA5419	NC_002516.2	6100135	6100770	+	636	0	0	0	0	2	0
PA5420	NC_002516.2	6100820	6101677	+	858	0	0	2	0	2	2
PA5421	NC_002516.2	6101884	6103083	+	1200	0	0	2	0	0	0
PA5422	NC_002516.2	6103167	6104123	+	957	4	2	4	4	4	12
PA5423	NC_002516.2	6104189	6104737	-	549	2	0	0	0	0	0
PA5424	NC_002516.2	6104799	6105044	-	246	0	2	0	0	0	0
PA5425	NC_002516.2	6105159	6106241	-	1083	0	0	0	0	2	0
PA5426	NC_002516.2	6106272	6106763	-	492	2	0	0	4	0	6
PA5427	NC_002516.2	6107111	6108139	+	1029	74	34	44	30	22	48
PA5428	NC_002516.2	6108176	6109084	-	909	2	0	0	0	1	0
PA5429	NC_002516.2	6109260	6110684	+	1425	12	10	8	8	2	12
PA5430	NC_002516.2	6111048	6112262	-	1215	0	3	0	6	2	3
PA5431	NC_002516.2	6112299	6113774	-	1476	0	0	0	0	0	0
PA5432	NC_002516.2	6113902	6114351	+	450	0	2	2	0	0	0
PA5433	NC_002516.2	6114360	6115034	+	675	0	0	2	0	0	0
PA5434	NC_002516.2	6115059	6116312	-	1254	0	0	0	0	0	0
PA5435	NC_002516.2	6116493	6118316	-	1824	36	47	32	54	60	56
PA5436	NC_002516.2	6118332	6119747	-	1416	40	41	28	71	44	104
PA5437	NC_002516.2	6119961	6120896	+	936	4	2	2	2	4	10
PA5440a	NC_002516.2	6120850	6121065	-	216	0	0	0	0	1	0
PA5438	NC_002516.2	6121172	6122053	-	882	12	2	8	28	24	42
PA5439	NC_002516.2	6122139	6123605	+	1467	0	2	2	0	0	4
PA5440	NC_002516.2	6123686	6125080	+	1395	4	6	0	0	2	4
PA5441	NC_002516.2	6125796	6127997	-	2202	8	6	2	0	3	2
PA5442	NC_002516.2	6128056	6130911	-	2856	0	0	2	0	3	2
PA5443	NC_002516.2	6131088	6133274	+	2187	14	10	12	10	9	12
PA5444	NC_002516.2	6133312	6133740	+	429	0	0	0	2	4	0
PA5445	NC_002516.2	6133838	6135331	+	1494	4	0	12	2	4	4
PA5446	NC_002516.2	6135709	6135912	+	204	16	4	8	12	47	36
PA5447	NC_002516.2	6135968	6137113	-	1146	0	2	0	2	0	2
PA5448	NC_002516.2	6137114	6138241	-	1128	0	0	0	0	1	0
PA5449	NC_002516.2	6138225	6139607	-	1383	6	0	2	0	0	2
PA5450	NC_002516.2	6139604	6140869	-	1266	2	2	2	0	0	2
PA5451	NC_002516.2	6140869	6141666	-	798	0	0	0	0	0	1
PA5452	NC_002516.2	6141666	6143105	-	1440	2	8	4	2	2	0
PA5453	NC_002516.2	6143109	6144080	-	972	6	2	2	0	0	0
PA5454	NC_002516.2	6144077	6144991	-	915	17	5	7	2	6	8
PA5455	NC_002516.2	6145399	6147027	+	1629	8	4	4	0	6	12
PA5456	NC_002516.2	6147021	6148322	+	1302	2	0	2	0	2	0
PA5457	NC_002516.2	6148319	6149182	+	864	0	0	0	0	2	2
PA5458	NC_002516.2	6149179	6150321	+	1143	0	0	2	0	2	0
PA5459	NC_002516.2	6150315	6151151	+	837	2	2	4	0	2	2
PA5460	NC_002516.2	6151314	6151526	+	213	2	0	4	2	0	0
PA5461	NC_002516.2	6151622	6151939	+	318	4	2	4	2	0	4
PA5462	NC_002516.2	6152064	6152357	+	294	0	0	0	0	0	0
PA5463	NC_002516.2	6152386	6152721	+	336	0	0	0	2	0	0
PA5464	NC_002516.2	6152718	6154676	+	1959	2	0	6	2	1	12
